Direct?;From;To;Type;Member;FromMember
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/UpdateChecker/PricingToolUpdater/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;FieldAccess;DispatcherUnhandledException;cs+class://Qnh/Sbs/PricingTool/App/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;MethodCall;Current;cs+class://Qnh/Sbs/PricingTool/App/HandleException
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;MethodCall;Shutdown;cs+class://Qnh/Sbs/PricingTool/App/HandleException
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;MethodCall;OnStartup;cs+class://Qnh/Sbs/PricingTool/App/OnStartup
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;FieldAccess;DispatcherUnhandledException;cs+class://Qnh/Sbs/PricingTool/App/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;MethodCall;Current;cs+class://Qnh/Sbs/PricingTool/App/HandleException
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;MethodCall;Shutdown;cs+class://Qnh/Sbs/PricingTool/App/HandleException
True;cs+class://Qnh/Sbs/PricingTool/App;cs+class://System/Windows/Application;MethodCall;OnStartup;cs+class://Qnh/Sbs/PricingTool/App/OnStartup
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/AutoPopulateExportedViewsBehavior/AddRegisteredViews
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/OnAttach
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/OnAttach
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/ActiveViews_CollectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/ActiveViews_CollectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/OnAttach
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/OnAttach
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/ActiveViews_CollectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/ActiveViews_CollectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior;cs+class://Microsoft/Practices/Prism/Regions/RegionBehavior;MethodCall;Region;cs+class://Qnh/Sbs/PricingTool/Behaviors/ItemsSourceSyncBehavior/HostControlSelectionChanged
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/RadTabControlAdapter;cs+class://Microsoft/Practices/Prism/Regions/RegionAdapterBase[1];MethodCall;AttachBehaviors;cs+class://Qnh/Sbs/PricingTool/Behaviors/RadTabControlAdapter/AttachBehaviors
True;cs+class://Qnh/Sbs/PricingTool/Behaviors/RadTabControlAdapter;cs+class://Microsoft/Practices/Prism/Regions/RegionAdapterBase[1];MethodCall;AttachBehaviors;cs+class://Qnh/Sbs/PricingTool/Behaviors/RadTabControlAdapter/AttachBehaviors
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;ConfigureAggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;ConfigureAggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Bootstrapper;cs+class://Microsoft/Practices/Prism/MefExtensions/MefBootstrapper;MethodCall;AggregateCatalog;cs+class://Qnh/Sbs/PricingTool/Bootstrapper/ConfigureAggregateCatalog
True;cs+class://Qnh/Sbs/PricingTool/Controls/TaskbarRadWindow;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;Closed;cs+class://Qnh/Sbs/PricingTool/Controls/TaskbarRadWindow/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Controls/TaskbarRadWindow;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;Closed;cs+class://Qnh/Sbs/PricingTool/Controls/TaskbarRadWindow/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Shell;cs+class://System/Windows/Window;MethodCall;Language;cs+class://Qnh/Sbs/PricingTool/Shell/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Shell;cs+class://System/Windows/Window;MethodCall;DataContext;cs+class://Qnh/Sbs/PricingTool/Shell/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Shell;cs+class://System/Windows/Window;MethodCall;Loaded;cs+class://Qnh/Sbs/PricingTool/Shell/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Shell;cs+class://System/Windows/Window;MethodCall;Language;cs+class://Qnh/Sbs/PricingTool/Shell/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Shell;cs+class://System/Windows/Window;MethodCall;DataContext;cs+class://Qnh/Sbs/PricingTool/Shell/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Shell;cs+class://System/Windows/Window;MethodCall;Loaded;cs+class://Qnh/Sbs/PricingTool/Shell/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/GridViewMultiSelectBehavior;cs+class://System/Windows/Interactivity/Behavior[1];MethodCall;AssociatedObject;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/GridViewMultiSelectBehavior/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/HoverSelectionBehavior;cs+class://Telerik/Windows/Controls/ChartView/ChartBehavior;MethodCall;Chart;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/HoverSelectionBehavior/OnAttached
True;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/HoverSelectionBehavior;cs+class://Telerik/Windows/Controls/ChartView/ChartBehavior;MethodCall;Chart;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/HoverSelectionBehavior/ChartMouseMove
True;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/HoverSelectionBehavior;cs+class://Telerik/Windows/Controls/ChartView/ChartBehavior;MethodCall;Chart;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/HoverSelectionBehavior/UpdateSelection
True;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/ScrollDownBehavior;cs+class://System/Windows/Interactivity/Behavior[1];MethodCall;AssociatedObject;cs+class://Qnh/Sbs/PricingTool/Common/Behaviors/ScrollDownBehavior/ItemsSourceCollectionChanged
True;cs+class://RadWrapper/RadMessageBox;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;DialogResult;cs+class://RadWrapper/RadMessageBox/btnOk_Click
True;cs+class://RadWrapper/RadMessageBox;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;DialogResult;cs+class://RadWrapper/RadMessageBox/btnYes_Click
True;cs+class://RadWrapper/RadMessageBox;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;DialogResult;cs+class://RadWrapper/RadMessageBox/btnNo_Click
True;cs+class://RadWrapper/RadMessageBox;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;DialogResult;cs+class://RadWrapper/RadMessageBox/btnCancel_Click
True;cs+class://RadWrapper/RadMessageBox;cs+class://Telerik/Windows/Controls/RadWindow;MethodCall;ShowDialog;cs+class://RadWrapper/RadMessageBox/Show
True;cs+class://Qnh/Sbs/PricingTool/Common/Controls/DragVisualProvider;cs+class://System/Windows/DependencyObject;MethodCall;GetValue;cs+class://Qnh/Sbs/PricingTool/Common/Controls/DragVisualProvider/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Controls/DragVisualProvider;cs+class://System/Windows/DependencyObject;MethodCall;SetValue;cs+class://Qnh/Sbs/PricingTool/Common/Controls/DragVisualProvider/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Controls/DataForm;cs+class://Telerik/Windows/Controls/RadDataForm;MethodCall;AutoGeneratingField;cs+class://Qnh/Sbs/PricingTool/Common/Controls/DataForm/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient/ConfigureEntity
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/SimulationShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/SimulationShapeCoefficient/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/SimulationShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;FieldAccess;Description;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/SimulationShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/SimulationShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/Coefficient;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/Coefficients/SimulationShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/CostUpSimulation/CostElements/SimulationCostElement/(field initializer)
